id,query,intent_json,input_prompt,target_json
4620,akki ki best drama film,"{""actor"": ""Akshay Kumar"", ""genre"": ""Drama"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: akki ki best drama film
JSON:","{""actor"": ""Akshay Kumar"", ""genre"": ""Drama"", ""rating_type"": ""top rated""}"
4917,best mallu film family,"{""genre"": ""Family"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best mallu film family
JSON:","{""genre"": ""Family"", ""language"": ""Malayalam"", ""rating_type"": ""top rated""}"
192,dunki online,"{""title"": ""Dunki""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: dunki online
JSON:","{""title"": ""Dunki""}"
4697,is mirzapur available on MX Player,"{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Mirzapur""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is mirzapur available on MX Player
JSON:","{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Mirzapur""}"
1785,best tollywood binge worthy,"{""content_type"": ""Web Series"", ""language"": ""Telugu"", ""query_type"": ""rating/review"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best tollywood binge worthy
JSON:","{""content_type"": ""Web Series"", ""language"": ""Telugu"", ""query_type"": ""rating/review"", ""rating_type"": ""top rated""}"
1533,mollywood biopic 2019,"{""genre"": ""Biopic"", ""language"": ""Malayalam"", ""year"": 2019}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mollywood biopic 2019
JSON:","{""genre"": ""Biopic"", ""language"": ""Malayalam"", ""year"": 2019}"
2835,light hearted bengali film,"{""language"": ""Bengali"", ""mood"": ""light hearted""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: light hearted bengali film
JSON:","{""language"": ""Bengali"", ""mood"": ""light hearted""}"
4445,is freddy available on Jio Cinema,"{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Freddy""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is freddy available on Jio Cinema
JSON:","{""platform"": ""Jio Cinema"", ""query_type"": ""availability"", ""title"": ""Freddy""}"
4916,salman new movie mard ko dard nahi hota,"{""actor"": ""Salman Khan"", ""recency"": ""latest"", ""title"": ""Mard Ko Dard Nahi Hota""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: salman new movie mard ko dard nahi hota
JSON:","{""actor"": ""Salman Khan"", ""recency"": ""latest"", ""title"": ""Mard Ko Dard Nahi Hota""}"
1599,show me Kannada movies from 2021,"{""language"": ""Kannada"", ""year"": 2021}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: show me Kannada movies from 2021
JSON:","{""language"": ""Kannada"", ""year"": 2021}"
1780,kgf chapter 2 jesi film suggest karo,"{""similar_to"": ""KGF Chapter 2""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: kgf chapter 2 jesi film suggest karo
JSON:","{""similar_to"": ""KGF Chapter 2""}"
4901,akshay wali varisu,"{""actor"": ""Akshay Kumar"", ""title"": ""Varisu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: akshay wali varisu
JSON:","{""actor"": ""Akshay Kumar"", ""title"": ""Varisu""}"
2575,fahadh family movie,"{""actor"": ""Fahadh Faasil"", ""genre"": ""Family""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: fahadh family movie
JSON:","{""actor"": ""Fahadh Faasil"", ""genre"": ""Family""}"
3399,scam 1992 movie,"{""title"": ""Scam 1992""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: scam 1992 movie
JSON:","{""title"": ""Scam 1992""}"
3976,k'wood sports movies,"{""genre"": ""Sports"", ""language"": ""Tamil""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: k'wood sports movies
JSON:","{""genre"": ""Sports"", ""language"": ""Tamil""}"
3771,varisu full movie,"{""title"": ""Varisu""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: varisu full movie
JSON:","{""title"": ""Varisu""}"
167,family sports movies 2024,"{""audience"": ""family"", ""genre"": ""Sports"", ""year"": 2024}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: family sports movies 2024
JSON:","{""audience"": ""family"", ""genre"": ""Sports"", ""year"": 2024}"
1752,top rated Hindi psychological thriller,"{""genre"": ""Psychological thriller"", ""language"": ""Hindi"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top rated Hindi psychological thriller
JSON:","{""genre"": ""Psychological thriller"", ""language"": ""Hindi"", ""rating_type"": ""top rated""}"
1480,what are good dark comedy films on Disney+ Hotstar,"{""genre"": ""Dark comedy"", ""platform"": ""Disney+ Hotstar"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: what are good dark comedy films on Disney+ Hotstar
JSON:","{""genre"": ""Dark comedy"", ""platform"": ""Disney+ Hotstar"", ""rating_type"": ""top rated""}"
1025,pc ka gadar 2,"{""actor"": ""Priyanka Chopra"", ""title"": ""Gadar 2""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: pc ka gadar 2
JSON:","{""actor"": ""Priyanka Chopra"", ""title"": ""Gadar 2""}"
1789,kareena 2021 movie,"{""actor"": ""Kareena Kapoor"", ""year"": 2021}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: kareena 2021 movie
JSON:","{""actor"": ""Kareena Kapoor"", ""year"": 2021}"
2265,similar to haseen dillruba,"{""similar_to"": ""Haseen Dillruba""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: similar to haseen dillruba
JSON:","{""similar_to"": ""Haseen Dillruba""}"
2474,top t'wood biopic movies,"{""genre"": ""Biopic"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: top t'wood biopic movies
JSON:","{""genre"": ""Biopic"", ""language"": ""Telugu"", ""rating_type"": ""top rated""}"
1823,vijay ka sultan,"{""actor"": ""Vijay Deverakonda"", ""title"": ""Sultan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: vijay ka sultan
JSON:","{""actor"": ""Vijay Deverakonda"", ""title"": ""Sultan""}"
1221,marathi web series,"{""content_type"": ""Web Series"", ""language"": ""Marathi""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: marathi web series
JSON:","{""content_type"": ""Web Series"", ""language"": ""Marathi""}"
1667,is bajrangi bhaijaan available on ZEE5,"{""platform"": ""ZEE5"", ""query_type"": ""availability"", ""title"": ""Bajrangi Bhaijaan""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is bajrangi bhaijaan available on ZEE5
JSON:","{""platform"": ""ZEE5"", ""query_type"": ""availability"", ""title"": ""Bajrangi Bhaijaan""}"
2961,ulaganayagan ka 2019 wala,"{""actor"": ""Kamal Haasan"", ""year"": 2019}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: ulaganayagan ka 2019 wala
JSON:","{""actor"": ""Kamal Haasan"", ""year"": 2019}"
153,best dark comedy movies of 2025,"{""genre"": ""Dark comedy"", ""rating_type"": ""top rated"", ""year"": 2025}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best dark comedy movies of 2025
JSON:","{""genre"": ""Dark comedy"", ""rating_type"": ""top rated"", ""year"": 2025}"
2535,tamil web series,"{""content_type"": ""Web Series"", ""language"": ""Tamil""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: tamil web series
JSON:","{""content_type"": ""Web Series"", ""language"": ""Tamil""}"
4689,is andhadhun worth watching,"{""query_type"": ""rating/review"", ""title"": ""Andhadhun""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is andhadhun worth watching
JSON:","{""query_type"": ""rating/review"", ""title"": ""Andhadhun""}"
1979,SonyLIV telugu lo,"{""language"": ""Telugu"", ""platform"": ""SonyLIV""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: SonyLIV telugu lo
JSON:","{""language"": ""Telugu"", ""platform"": ""SonyLIV""}"
1470,haseen dillruba ke jaise aur koi hai kya,"{""similar_to"": ""Haseen Dillruba""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: haseen dillruba ke jaise aur koi hai kya
JSON:","{""similar_to"": ""Haseen Dillruba""}"
2808,amitabh ki best movie,"{""actor"": ""Amitabh Bachchan"", ""rating_type"": ""top rated""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: amitabh ki best movie
JSON:","{""actor"": ""Amitabh Bachchan"", ""rating_type"": ""top rated""}"
2513,is aadujeevitham available on MX Player,"{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Aadujeevitham""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: is aadujeevitham available on MX Player
JSON:","{""platform"": ""MX Player"", ""query_type"": ""availability"", ""title"": ""Aadujeevitham""}"
2944,mollywood psychological thriller web series,"{""content_type"": ""Web Series"", ""genre"": ""Psychological thriller"", ""language"": ""Malayalam""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mollywood psychological thriller web series
JSON:","{""content_type"": ""Web Series"", ""genre"": ""Psychological thriller"", ""language"": ""Malayalam""}"
2981,mani ratnam film imdb rating,"{""query_type"": ""rating/review"", ""title"": ""Mani Ratnam film""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: mani ratnam film imdb rating
JSON:","{""query_type"": ""rating/review"", ""title"": ""Mani Ratnam film""}"
4823,beast review,"{""query_type"": ""rating/review"", ""title"": ""Beast""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: beast review
JSON:","{""query_type"": ""rating/review"", ""title"": ""Beast""}"
3018,where to watch darlings,"{""actor"": ""Prabhas"", ""query_type"": ""availability"", ""title"": ""Darlings""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: where to watch darlings
JSON:","{""actor"": ""Prabhas"", ""query_type"": ""availability"", ""title"": ""Darlings""}"
1567,best historical movies of 2020,"{""genre"": ""Historical"", ""rating_type"": ""top rated"", ""year"": 2020}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: best historical movies of 2020
JSON:","{""genre"": ""Historical"", ""rating_type"": ""top rated"", ""year"": 2020}"
32,akshay all movies list,"{""actor"": ""Akshay Kumar""}","Convert the user query into a valid JSON intent object.
Return only valid JSON, with no markdown fences and no extra text.

Query: akshay all movies list
JSON:","{""actor"": ""Akshay Kumar""}"
